# Sequence file : ecoli_cds.fasta
# Uncap option is used.

# Sequence_name	Start_pos	End_pos	Stopped_or_skipped	Transit_path_length	Prob_log_score	HT_index
AAC74686.1	1	502	None	501	-1879.842	-3.75218
AAC74687.2	1	421	None	420	-1656.535	-3.944131
AAC74688.1	1	457	None	456	-1739.975	-3.815735
AAC74689.1	1	603	None	602	-2302.132	-3.82414
AAC74690.1	1	196	None	195	-756.9678	-3.881886
AAC74691.1	1	255	None	254	-984.429	-3.875705
AAC74692.1	1	342	None	341	-1320.557	-3.872602
AAC74693.1	1	530	None	529	-2003.448	-3.787236
AAC74694.1	1	390	None	389	-1518.09	-3.902544
AAC74695.1	1	333	None	332	-1259.365	-3.793268
AAC74696.2	1	346	None	345	-1349.217	-3.910775
AAT48132.1	1	41	None	40	-165.0188	-4.125471
AAC74697.1	1	71	None	70	-273.0522	-3.900746
AAC74698.2	1	146	None	145	-568.5247	-3.92086
AAC74699.1	1	193	None	192	-729.72	-3.800625
AAC74700.1	1	192	None	191	-740.8777	-3.878941
AAC74701.1	1	740	None	739	-2822.405	-3.819222
AAC74702.1	1	352	None	351	-1370.614	-3.904882
AAC74703.1	1	206	None	205	-773.9183	-3.775211
AAC74704.1	1	231	None	230	-873.1601	-3.796348
AAC74705.1	1	211	None	210	-810.4098	-3.859094
AAC74706.1	1	500	None	499	-1895.638	-3.798874
AAC74707.1	1	201	None	200	-770.6526	-3.853263
AAC74708.1	1	287	None	286	-1074.723	-3.757771
AAC74709.1	1	424	None	423	-1581.149	-3.737942
AAC74710.1	1	218	None	217	-829.5863	-3.822978
AAC74711.2	1	109	None	108	-417.2269	-3.863212
AAC74712.1	1	369	None	368	-1429.876	-3.885533
AAT48133.1	1	155	None	154	-596.8378	-3.87557
AAC74714.2	1	144	None	143	-559.739	-3.914259
AAC74715.1	1	78	None	77	-310.679	-4.034792
AAC74716.2	1	285	None	284	-1107.468	-3.899534
AAC74717.1	1	670	None	669	-2610.099	-3.901493
AAC74718.1	1	173	None	172	-643.8769	-3.74347
AAT48134.1	1	298	None	297	-1119.997	-3.771033
AAC74720.2	1	79	None	78	-313.7986	-4.023059
AAC74721.3	1	199	None	198	-761.824	-3.847596
AAC74722.1	1	365	None	364	-1376.476	-3.781526
AAC74723.1	1	135	None	134	-494.8229	-3.692708
AAC74724.1	1	215	None	214	-813.2795	-3.800371
AAC74725.1	1	1538	None	1537	-5950.394	-3.871434
AAC74726.1	1	115	None	114	-427.8124	-3.75274
AAC74727.1	1	271	None	270	-1058.047	-3.918692
AAC74728.1	1	193	None	192	-722.4844	-3.762939
AAC74729.1	1	389	None	388	-1466.605	-3.77991
ABP93447.1	1	29	None	28	-113.2047	-4.043024
AAC74730.1	1	341	None	340	-1288.284	-3.789071
AAC74731.1	1	310	None	309	-1199.451	-3.881719
AAT48135.1	1	403	None	402	-1550.722	-3.857517
AAC74733.1	1	382	None	381	-1484.31	-3.895828
AAC74734.1	1	213	None	212	-810.284	-3.822094
AAT48136.1	1	457	None	456	-1736.929	-3.809054
AAC74736.1	1	418	None	417	-1626.638	-3.900811
AAC74737.1	1	101	None	100	-391.6715	-3.916715
AAC74738.1	1	534	None	533	-2114.443	-3.96706
AAC74739.1	1	270	None	269	-1069.929	-3.977433
AAC74740.1	1	261	None	260	-1024.343	-3.939781
AAC74741.4	1	222	None	221	-897.7245	-4.062102
AAC74742.1	1	215	None	214	-845.2363	-3.949702
AAC74743.1	1	700	None	699	-2718.513	-3.889146
AAC74744.1	1	208	None	207	-830.3869	-4.011531
AAC74745.1	1	69	None	68	-260.3056	-3.828023
AAC74746.1	1	470	None	469	-1760.164	-3.753014
AAC74747.1	1	78	None	77	-300.4937	-3.902516
AAC74748.1	1	334	None	333	-1309.824	-3.933406
AAC74749.1	1	138	None	137	-512.5862	-3.741505
AAC74750.1	1	406	None	405	-1536.205	-3.793099
AAC74751.1	1	423	None	422	-1609.827	-3.814755
AAC74752.1	1	248	None	247	-932.3605	-3.774739
AAC74753.2	1	495	None	494	-1890.117	-3.826147
AAC74754.1	1	122	None	121	-467.5169	-3.863776
AAC74755.2	1	62	None	61	-235.8831	-3.866935
AAC74756.1	1	136	None	135	-533.2663	-3.950121
AAC74757.1	1	1018	None	1017	-3881.011	-3.816137
AAC74758.1	1	370	None	369	-1388.98	-3.764173
AAC74759.2	1	118	None	117	-466.1141	-3.983881
AAC74760.1	1	404	None	403	-1601.163	-3.973108
AAC74761.4	1	421	None	420	-1645.846	-3.918681
AAC74762.1	1	288	None	287	-1107.756	-3.859776
AAC74763.1	1	252	None	251	-945.1592	-3.765575
AAC74764.1	1	531	None	530	-2016.118	-3.803996
AAC74765.2	1	383	None	382	-1432.69	-3.750497
AAC74766.1	1	303	None	302	-1199.428	-3.971616
AAC74767.1	1	254	None	253	-947.5262	-3.745163
AAC74768.1	1	312	None	311	-1175.332	-3.779202
AAC74769.1	1	429	None	428	-1629.329	-3.806843
AAC74770.1	1	97	None	96	-369.75	-3.851563
AAC74771.2	1	548	None	547	-2110.952	-3.859144
AAC74772.1	1	792	None	791	-2980.366	-3.767846
AAC74773.1	1	277	None	276	-1065.972	-3.862217
AAC74774.1	1	348	None	347	-1338.797	-3.858205
AAC74775.1	1	63	None	62	-247.5575	-3.992863
AAC74776.1	1	478	None	477	-1851.577	-3.881713
AAC74777.1	1	237	None	236	-963.2884	-4.08173
AAC74778.1	1	154	None	153	-607.0208	-3.967456
AAC74779.1	1	249	None	248	-956.0725	-3.855131
AAC74780.1	1	183	None	182	-692.9408	-3.807367
AAC74781.1	1	326	None	325	-1242.958	-3.824485
AAC74782.1	1	99	None	98	-377.7092	-3.854176
AAC74783.1	1	795	None	794	-2969.956	-3.740499
AAC74784.1	1	327	None	326	-1212.651	-3.719789
AAC74785.1	1	14	None	13	-51.00629	-3.923561
AAC74786.1	1	118	None	117	-445.0779	-3.804085
AAC74787.1	1	65	None	64	-246.5557	-3.852432
AAC74788.1	1	180	None	179	-695.8893	-3.88765
AAC74789.1	1	642	None	641	-2472.397	-3.857093
ABD18671.2	1	35	None	34	-132.1269	-3.886085
AAC74792.1	1	252	None	251	-991.5811	-3.950522
AAC74793.1	1	309	None	308	-1192.005	-3.870147
AAC74794.1	1	96	None	95	-383.593	-4.037821
AAC74795.1	1	286	None	285	-1114.419	-3.910242
AAC74796.1	1	178	None	177	-689.7837	-3.897083
AAC74797.1	1	222	None	221	-861.7152	-3.899164
AAC74798.4	1	196	None	195	-770.2748	-3.950127
AAC74799.1	1	463	None	462	-1740.779	-3.76792
AAC74800.2	1	267	None	266	-1117.304	-4.200391
AAC74801.2	1	80	None	79	-311.5361	-3.943496
AAT48137.1	1	753	None	752	-2886.027	-3.837802
AAC74803.1	1	249	None	248	-964.2632	-3.888158
AAC74804.1	1	450	None	449	-1697.792	-3.781274
AAC74805.1	1	280	None	279	-1076.952	-3.860043
AAC74806.1	1	116	None	115	-420.2586	-3.654423
AAC74807.1	1	452	None	451	-1721.325	-3.816684
AAC74808.1	1	106	None	105	-397.6478	-3.787122
AAC74809.1	1	112	None	111	-429.5148	-3.869503
AAC74810.1	1	275	None	274	-1025.014	-3.740929
AAC74811.1	1	295	None	294	-1152.914	-3.921478
AAC74812.2	1	191	None	190	-739.514	-3.892179
AAC74813.1	1	161	None	160	-597.3133	-3.733208
AAC74814.1	1	322	None	321	-1231.614	-3.836803
AAC74815.1	1	447	None	446	-1701.423	-3.814849
AAC74816.1	1	492	None	491	-1856.447	-3.780952
AAC74817.1	1	344	None	343	-1290.456	-3.762264
AAC74818.1	1	406	None	405	-1523.808	-3.762488
AAC74819.1	1	268	None	267	-997.5448	-3.736123
AAC74820.2	1	236	None	235	-922.5371	-3.92569
AAC74821.2	1	225	None	224	-852.1674	-3.804319
AAC74822.1	1	235	None	234	-895.4398	-3.826666
AAC74823.1	1	182	None	181	-686.9467	-3.795286
AAC74824.2	1	388	None	387	-1469.79	-3.797908
AAC74825.2	1	511	None	510	-1933.735	-3.791637
AAC74826.1	1	217	None	216	-850.2271	-3.936237
AAC74827.2	1	435	None	434	-1654.106	-3.811305
AAC74828.2	1	206	None	205	-785.6177	-3.832282
AAC74829.1	1	135	None	134	-507.4487	-3.786931
AAC74830.1	1	90	None	89	-356.5103	-4.005734
AAC74831.1	1	447	None	446	-1687.715	-3.784114
AAC74832.2	1	346	None	345	-1413.099	-4.095938
AAC74833.1	1	653	None	652	-2473.741	-3.794082
AAC74834.1	1	347	None	346	-1307.042	-3.777577
AAC74835.1	1	183	None	182	-692.572	-3.805341
AAC74836.1	1	618	None	617	-2331.661	-3.779029
AAC74837.1	1	338	None	337	-1293.495	-3.838265
AAC74838.2	1	213	None	212	-817.103	-3.854259
AAC74839.1	1	452	None	451	-1814.104	-4.022403
AAC74840.1	1	252	None	251	-986.5903	-3.930639
AAC74841.1	1	326	None	325	-1263.697	-3.888299
AAC74842.2	1	315	None	314	-1209.908	-3.85321
AAC74843.1	1	278	None	277	-1075.127	-3.881325
AAC74844.1	1	347	None	346	-1334.826	-3.857878
AAC74845.1	1	459	None	458	-1799.238	-3.928467
AAC74846.1	1	358	None	357	-1384.746	-3.878839
AAC74847.2	1	90	None	89	-342.565	-3.849045
AAC74848.1	1	137	None	136	-540.7715	-3.976261
AAC74849.1	1	331	None	330	-1263.444	-3.828619
AAC74850.2	1	294	None	293	-1115.137	-3.805929
AAC74851.1	1	284	None	283	-1104.726	-3.903625
AAC74852.1	1	248	None	247	-944.3769	-3.823388
AAC74853.1	1	644	None	643	-2477.733	-3.853394
AAC74854.1	1	427	None	426	-1630.215	-3.826796
AAC74855.1	1	491	None	490	-1949.684	-3.978946
AAC74856.2	1	496	None	495	-1934.048	-3.907169
AAC74857.1	1	167	None	166	-651.9383	-3.927339
AAC74858.2	1	34	None	33	-132.751	-4.022758
AAC74859.1	1	148	None	147	-557.4824	-3.792397
AAC74860.1	1	273	None	272	-1100.816	-4.047118
AAC74861.1	1	393	None	392	-1565.734	-3.99422
AAC74862.2	1	115	None	114	-430.4655	-3.776013
AAC74863.1	1	84	None	83	-328.7315	-3.960621
AAC74864.2	1	341	None	340	-1318.915	-3.879162
ACO59994.1	1	32	None	31	-126.2602	-4.072909
ACO59995.1	1	24	None	23	-88.31971	-3.839987
AAC74865.1	1	82	None	81	-311.7502	-3.848768
AAC74866.1	1	60	None	59	-221.6935	-3.757516
AAC74867.1	1	119	None	118	-469.1078	-3.97549
AAC74868.1	1	212	None	211	-826.6886	-3.917956
AAC74869.2	1	307	None	306	-1155.367	-3.775708
AAC74870.1	1	361	None	360	-1379.079	-3.830774
AAC74871.1	1	481	None	480	-1824.88	-3.801834
AAC74872.1	1	374	None	373	-1417.153	-3.799339
AAC74873.1	1	321	None	320	-1241.981	-3.881189
AAC74874.1	1	375	None	374	-1409.183	-3.767869
AAC74875.1	1	561	None	560	-2112.161	-3.771716
AAC74876.1	1	193	None	192	-751.7887	-3.915566
AAC74877.1	1	231	None	230	-874.6652	-3.802892
AAC74878.1	1	636	None	635	-2422.239	-3.81455
AAC74879.2	1	114	None	113	-429.1378	-3.797679
AAC74880.2	1	99	None	98	-393.1272	-4.011502
AAC74881.1	1	59	None	58	-216.3992	-3.731022
AAC74882.1	1	453	None	452	-1735.956	-3.840612
AAC74883.1	1	192	None	191	-741.1261	-3.880241
AAC74884.1	1	454	None	453	-1713.262	-3.782034
AAC74885.2	1	532	None	531	-2054.325	-3.868786
AAC74886.1	1	518	None	517	-1930.397	-3.733844
AAC74887.1	1	323	None	322	-1214.92	-3.773045
AAC74888.1	1	266	None	265	-1005.378	-3.793881
AAC74889.2	1	283	None	282	-1070.139	-3.794818
AAC74890.1	1	152	None	151	-597.3059	-3.955668
AAC74891.2	1	188	None	187	-714.8937	-3.822961
AAC74892.1	1	269	None	268	-1046.374	-3.904381
AAC74893.1	1	69	None	68	-265.0808	-3.898247
AAC74894.1	1	47	None	46	-189.3081	-4.115393
AAC74895.1	1	95	None	94	-369.2899	-3.928616
AAC74896.1	1	47	None	46	-184.3413	-4.00742
ABD18672.1	1	79	None	78	-316.6697	-4.059868
AAC74897.1	1	263	None	262	-997.3196	-3.806563
AAC74898.2	1	457	None	456	-1775.978	-3.894689
AAC74899.1	1	293	None	292	-1114.363	-3.81631
AAC74900.1	1	682	None	681	-2577.799	-3.785314
AAC74901.2	1	232	None	231	-897.634	-3.885862
AAC74902.2	1	165	None	164	-642.1815	-3.915741
AAC74903.1	1	427	None	426	-1670.854	-3.922193
AAC74904.2	1	877	None	876	-3312.308	-3.781174
AAC74905.2	1	479	None	478	-1827.592	-3.823414
AAC74906.2	1	78	None	77	-302.8241	-3.932781
AAC74907.2	1	63	None	62	-243.1984	-3.922555
AAC74908.2	1	218	None	217	-853.4397	-3.932902
AAC74909.1	1	113	None	112	-435.7415	-3.890549
AAC74910.1	1	290	None	289	-1125.131	-3.893188
AAC74911.1	1	124	None	123	-483.8692	-3.933896
AAC74912.1	1	76	None	75	-289.5372	-3.860496
AAC74913.1	1	218	None	217	-868.7894	-4.003638
AAC74914.1	1	220	None	219	-835.6358	-3.815689
AAC74915.1	1	686	None	685	-2630.607	-3.840302
AAC74916.1	1	219	None	218	-825.6978	-3.787605
AAC74917.2	1	118	None	117	-452.4238	-3.86687
AAC74918.1	1	96	None	95	-360.7648	-3.797524
AAC74919.1	1	392	None	391	-1499.678	-3.835494
AAC74920.1	1	213	None	212	-789.9936	-3.726385
AAC74921.1	1	603	None	602	-2316.297	-3.84767
AAC74922.1	1	491	None	490	-1844.181	-3.763635
AAC74923.1	1	289	None	288	-1125.054	-3.906439
AAC74924.1	1	480	None	479	-1828.536	-3.817403
AAC74925.1	1	323	None	322	-1230.513	-3.821468
AAC74926.2	1	440	None	439	-1666.605	-3.796366
AAC74927.2	1	310	None	309	-1244.842	-4.028614
AAC74928.1	1	251	None	250	-972.3483	-3.889393
AAC74929.1	1	261	None	260	-970.6853	-3.733405
AAC74930.1	1	336	None	335	-1247.607	-3.7242
AAC74931.1	1	203	None	202	-758.6693	-3.755789
ACO59996.1	1	21	None	20	-83.47406	-4.173703
AAC74932.2	1	200	None	199	-798.4046	-4.012083
AAC74933.1	1	173	None	172	-650.133	-3.779843
AAC74934.1	1	246	None	245	-920.22	-3.756
AAC74935.1	1	150	None	149	-584.8948	-3.925468
AAC74936.1	1	590	None	589	-2191.842	-3.721293
AAC74937.2	1	188	None	187	-716.0176	-3.828971
AAC74938.1	1	272	None	271	-1069.97	-3.948228
AAC74939.2	1	131	None	130	-487.8289	-3.75253
AAC74940.1	1	247	None	246	-929.84	-3.779837
AAC74941.1	1	323	None	322	-1209.881	-3.757394
AAC74942.2	1	809	None	808	-3037.639	-3.759455
AAC74943.1	1	366	None	365	-1435.953	-3.934117
AAC74944.2	1	248	None	247	-979.099	-3.963964
AAC74945.2	1	188	None	187	-721.7174	-3.859451
AAC74946.1	1	577	None	576	-2135.2	-3.706944
AAC74947.2	1	162	None	161	-664.4606	-4.127085
AAC74948.1	1	130	None	129	-520.6287	-4.035881
AAC74949.1	1	692	None	691	-2606.83	-3.772547
AAC74950.1	1	382	None	381	-1453.471	-3.814885
AAC74951.1	1	214	None	213	-804.5202	-3.77709
AAC74952.1	1	129	None	128	-480.4028	-3.753147
AAC74953.1	1	349	None	348	-1338.095	-3.8451
AAC74954.1	1	286	None	285	-1098.96	-3.856
AAC74955.1	1	533	None	532	-2005.241	-3.76925
AAC74956.1	1	553	None	552	-2088.354	-3.78325
AAC74957.1	1	167	None	166	-630.7204	-3.79952
AAC74958.1	1	654	None	653	-2492.73	-3.817351
AAC74959.1	1	308	None	307	-1204.298	-3.922795
AAC74960.1	1	295	None	294	-1117.993	-3.802697
AAC74961.1	1	192	None	191	-740.0565	-3.874641
AAC74962.2	1	116	None	115	-450.1616	-3.914449
AAC74963.1	1	167	None	166	-667.7904	-4.022834
AAC74964.1	1	91	None	90	-362.4927	-4.027697
AAC74965.1	1	142	None	141	-563.8404	-3.998868
AAC74966.1	1	474	None	473	-1834.063	-3.877512
AAC74967.1	1	266	None	265	-1033.442	-3.899781
AAT48138.2	1	328	None	327	-1253.311	-3.832754
AAC74970.1	1	504	None	503	-1893.611	-3.764634
AAC74971.1	1	329	None	328	-1224.705	-3.733856
AAC74972.1	1	167	None	166	-650.9383	-3.921315
AAC74973.2	1	83	None	82	-318.8275	-3.888141
ACO59997.1	1	28	None	27	-110.0497	-4.075913
AAC74974.1	1	107	None	106	-433.6889	-4.091404
AAC74975.1	1	165	None	164	-609.1109	-3.714091
AAC74976.1	1	79	None	78	-299.3082	-3.837285
AAC74977.1	1	403	None	402	-1539.381	-3.829307
AAC74978.1	1	221	None	220	-841.6859	-3.825845
AAC74979.1	1	182	None	181	-701.8978	-3.877888
AAC74980.2	1	610	None	609	-2318.923	-3.807755
AAC74981.1	1	218	None	217	-855.1262	-3.940674
AAC74982.1	1	74	None	73	-275.1821	-3.769618
AAC74983.1	1	240	None	239	-947.6831	-3.965201
AAC74984.1	1	250	None	249	-936.834	-3.762385
AAC74985.1	1	222	None	221	-834.5269	-3.77614
AAC74986.2	1	328	None	327	-1231.15	-3.764984
AAC74987.1	1	266	None	265	-974.0005	-3.675474
AAC74988.2	1	183	None	182	-719.9041	-3.955517
AAC74989.1	1	239	None	238	-905.3302	-3.803908
AAC74990.1	1	498	None	497	-1950.407	-3.924359
AAC74991.1	1	468	None	467	-1781.648	-3.815093
AAC74992.1	1	136	None	135	-521.3297	-3.861701
AAC74993.1	1	121	None	120	-452.8324	-3.773603
AAC74994.1	1	495	None	494	-1876.587	-3.798759
AAC74995.1	1	137	None	136	-508.6847	-3.740328
AAC74996.1	1	401	None	400	-1491.646	-3.729116
AAC74997.1	1	77	None	76	-287.7658	-3.786392
AAT48139.1	1	222	None	221	-866.8251	-3.922286
AAC74999.1	1	159	None	158	-633.9865	-4.012573
AAC75004.1	1	104	None	103	-384.7306	-3.735249
AAC75005.1	1	552	None	551	-2074.317	-3.764641
AAC75006.1	1	331	None	330	-1208.073	-3.660827
AAC75007.2	1	228	None	227	-856.5955	-3.773548
AAC75008.1	1	457	None	456	-1702.725	-3.734046
AAC75009.1	1	147	None	146	-540.1658	-3.699766
AAC75010.1	1	375	None	374	-1436.736	-3.841541
AAC75011.1	1	154	None	153	-586.7788	-3.835155
AAC75012.1	1	334	None	333	-1253.09	-3.763033
AAC75013.1	1	137	None	136	-504.0547	-3.706284
AAC75014.2	1	121	None	120	-466.5528	-3.88794
AAC75015.1	1	245	None	244	-924.0162	-3.786952
AAC75016.1	1	89	None	88	-328.8981	-3.737479
AAC75017.1	1	261	None	260	-986.0877	-3.792645
AAC75018.1	1	207	None	206	-827.7748	-4.018324
AAC75019.1	1	62	None	61	-232.8969	-3.817981
AAC75020.2	1	75	None	74	-277.163	-3.745446
AAC75021.1	1	271	None	270	-1038.768	-3.84729
AAC75022.2	1	564	None	563	-2190.548	-3.890848
AAC75023.1	1	60	None	59	-241.0792	-4.086088
AAC75024.1	1	305	None	304	-1124.971	-3.700563
AAC75025.1	1	306	None	305	-1161.299	-3.807537
AAC75026.1	1	156	None	155	-589.3402	-3.802195
AAC75027.1	1	472	None	471	-1784.335	-3.788397
AAC75028.1	1	231	None	230	-876.8661	-3.812462
AAC75029.2	1	121	None	120	-486.7186	-4.055989
AAC75033.1	1	283	None	282	-1080.599	-3.831913
AAC75034.1	1	452	None	451	-1845.85	-4.092793
AAC75035.2	1	223	None	222	-912.2761	-4.109352
AAC75036.1	1	137	None	136	-547.9524	-4.029062
AAC75037.1	1	334	None	333	-1264.116	-3.796144
AAC75038.1	1	211	None	210	-820.3628	-3.90649
AAC75039.1	1	216	None	215	-867.651	-4.035586
AAC75040.2	1	176	None	175	-714.3261	-4.081863
AAC75041.2	1	265	None	264	-1056.702	-4.002658
AAC75042.4	1	2358	None	2357	-9393.181	-3.985227
AAC75045.1	1	438	None	437	-1696.512	-3.882179
AAC75046.1	1	484	None	483	-1903.805	-3.941625
AAC75047.1	1	238	None	237	-937.8514	-3.957179
AAC75048.2	1	495	None	494	-1981.667	-4.011472
AAC75049.1	1	316	None	315	-1244.827	-3.951831
AAC75050.1	1	305	None	304	-1210.173	-3.980833
AAC75051.1	1	310	None	309	-1232.037	-3.987176
AAC75052.1	1	359	None	358	-1413.043	-3.947046
AAC75053.1	1	247	None	246	-944.6315	-3.839965
AAC75054.1	1	181	None	180	-710.853	-3.949183
AAC75055.1	1	338	None	337	-1333.262	-3.956266
AAC75057.1	1	301	None	300	-1225.15	-4.083834
AAT48140.2	1	121	None	120	-479.4277	-3.995231
AAT48141.1	1	1039	None	1038	-4080.274	-3.9309
AAC75062.2	1	510	None	509	-2011.459	-3.951786
AAC75063.1	1	148	None	147	-565.146	-3.844531
AAC75064.1	1	73	None	72	-273.9022	-3.804197
AAC75065.1	1	122	None	121	-479.3394	-3.961482
AAC75066.1	1	124	None	123	-483.5053	-3.930937
AAC75068.2	1	109	None	108	-402.9466	-3.730987
AAC75069.1	1	352	None	351	-1361.247	-3.878198
AAC75070.1	1	157	None	156	-612.9001	-3.928847
AAC75071.2	1	388	None	387	-1499.476	-3.874614
AAC75072.1	1	475	None	474	-1796.353	-3.789774
AAC75073.1	1	75	None	74	-278.7969	-3.767526
AAC75074.1	1	352	None	351	-1390.53	-3.961623
AAC75075.2	1	452	None	451	-1714.166	-3.800811
ACO59998.1	1	20	None	19	-75.84672	-3.991933
AAC75076.2	1	309	None	308	-1180.56	-3.832986
AAC75077.1	1	274	None	273	-1068.635	-3.914412
ABD18681.1	1	84	None	83	-338.4892	-4.078183
AAC75078.2	1	83	None	82	-328.4337	-4.005289
AAC75079.1	1	16	None	15	-62.50089	-4.166726
AAC75080.1	1	299	None	298	-1110.059	-3.725031
AAC75081.1	1	434	None	433	-1637.517	-3.781795
AAC75082.1	1	356	None	355	-1327.695	-3.739986
AAC75083.2	1	355	None	354	-1330.061	-3.757233
AAC75084.1	1	196	None	195	-727.3875	-3.730192
AAC75085.2	1	245	None	244	-904.6223	-3.707468
AAC75086.1	1	258	None	257	-955.6814	-3.718604
AAC75087.1	1	203	None	202	-756.4154	-3.744631
AAC75088.2	1	326	None	325	-1263.768	-3.888515
AAC75089.1	1	388	None	387	-1507.623	-3.895666
AAC75090.1	1	468	None	467	-1756.859	-3.762011
AAC75091.1	1	338	None	337	-1329.719	-3.945753
AAC75093.1	1	372	None	371	-1528.199	-4.119135
AAC75094.1	1	196	None	195	-837.8446	-4.296639
AAC75095.1	1	330	None	329	-1393.817	-4.236526
AAC75096.1	1	388	None	387	-1657.373	-4.282617
AAC75097.1	1	367	None	366	-1522.337	-4.159391
AAC75098.1	1	415	None	414	-1737.066	-4.195813
AAC75099.1	1	185	None	184	-771.7464	-4.194274
AAC75100.1	1	293	None	292	-1149.949	-3.93818
AAC75101.1	1	299	None	298	-1185.052	-3.976684
AAC75102.1	1	361	None	360	-1432.72	-3.979779
AAC75103.1	1	297	None	296	-1138.541	-3.846421
AAC75104.1	1	464	None	463	-1814.507	-3.919022
AAC75105.1	1	406	None	405	-1540.944	-3.804799
AAC75106.1	1	426	None	425	-1593.946	-3.750461
AAC75107.1	1	492	None	491	-1807.8	-3.681873
AAC75108.1	1	464	None	463	-1742.536	-3.763577
AAC75109.1	1	456	None	455	-1683.212	-3.699366
AAC75110.1	1	478	None	477	-1774.292	-3.719689
AAC75111.1	1	407	None	406	-1501.731	-3.698846
AAC75112.2	1	159	None	158	-603.1964	-3.817699
AAC75113.1	1	321	None	320	-1212.157	-3.787989
AAC75114.1	1	373	None	372	-1405.881	-3.779251
AAC75115.1	1	182	None	181	-718.7977	-3.971258
AAC75116.1	1	248	None	247	-951.0642	-3.850462
AAC75117.1	1	405	None	404	-1563.633	-3.870379
AAC75118.1	1	405	None	404	-1505.865	-3.727389
AAC75119.1	1	162	None	161	-614.3977	-3.816135
AAC75120.1	1	279	None	278	-1059.875	-3.812499
AAC75121.2	1	720	None	719	-2661.354	-3.701466
AAC75122.1	1	147	None	146	-564.1717	-3.86419
AAC75123.1	1	379	None	378	-1441.249	-3.812827
AAC75124.2	1	527	None	526	-1957.005	-3.720542
AAC75125.1	1	617	None	616	-2372.524	-3.8515
AAC75126.1	1	193	None	192	-716.8808	-3.733754
AAC75127.2	1	213	None	212	-814.4446	-3.84172
AAC75128.1	1	1105	None	1104	-4227.482	-3.829241
AAC75129.1	1	282	None	281	-1069.104	-3.804642
AAC75130.2	1	450	None	449	-1646.18	-3.666324
AAC75131.1	1	648	None	647	-2527.545	-3.906561
AAC75132.1	1	153	None	152	-606.4847	-3.990031
AAC75133.1	1	253	None	252	-968.5794	-3.843569
AAC75134.1	1	219	None	218	-843.9133	-3.871162
ACO59999.1	1	19	None	18	-75.2614	-4.181189
ACO60000.1	1	18	None	17	-71.71136	-4.218315
AAC75135.2	1	415	None	414	-1562.725	-3.774698
AAC75136.1	1	1040	None	1039	-3864.363	-3.71931
AAC75137.1	1	1025	None	1024	-3834.197	-3.744333
AAC75138.1	1	471	None	470	-1765.872	-3.757175
AAC75139.1	1	467	None	466	-1747.766	-3.750571
AAC75140.1	1	240	None	239	-892.7557	-3.735379
AAC75141.2	1	110	None	109	-423.7549	-3.887659
AAC75142.1	1	453	None	452	-1704.107	-3.770149
AAC75143.1	1	72	None	71	-294.2374	-4.144189
AAC75146.2	1	105	None	104	-426.5539	-4.10148
AAC75147.1	1	299	None	298	-1150.276	-3.859986
AAC75149.2	1	99	None	98	-380.4145	-3.881781
AAC75150.1	1	288	None	287	-1156.954	-4.031198
AAC75152.1	1	346	None	345	-1342.745	-3.892014
AAC75154.1	1	94	None	93	-362.6972	-3.899969
AAC75155.1	1	150	None	149	-591.6155	-3.970574
AAC75156.1	1	420	None	419	-1614.709	-3.853721
AAC75157.2	1	284	None	283	-1090.212	-3.85234
AAC75158.2	1	350	None	349	-1326.268	-3.800195
AAC75159.1	1	425	None	424	-1590.112	-3.750263
AAC75160.1	1	334	None	333	-1265.591	-3.800574
AAC75161.1	1	321	None	320	-1220.363	-3.813636
AAC75162.1	1	248	None	247	-955.1294	-3.866921
AAC75163.2	1	272	None	271	-1066.262	-3.934548
AAC75164.1	1	266	None	265	-1009.657	-3.810025
AAC75165.1	1	262	None	261	-1020.24	-3.908965
AAC75166.1	1	90	None	89	-339.018	-3.809191
AAC75167.1	1	274	None	273	-1065.462	-3.90279
AAC75168.2	1	112	None	111	-435.2364	-3.921048
AAC75169.1	1	344	None	343	-1407.847	-4.104511
AAC75170.1	1	826	None	825	-3261.23	-3.953006
AAC75171.1	1	239	None	238	-945.8466	-3.974145
AAC75172.1	1	180	None	179	-703.4935	-3.930131
AAC75173.1	1	93	None	92	-384.3613	-4.17784
AAC75174.2	1	369	None	368	-1394.022	-3.788103
AAC75175.1	1	677	None	676	-2514.589	-3.719806
AAC75179.1	1	1210	None	1209	-4742.543	-3.922699
ABD18687.1	1	105	None	104	-430.4708	-4.139142
AAC75180.2	1	362	None	361	-1381.722	-3.827485
AAC75181.1	1	759	None	758	-2914.025	-3.84436
AAC75182.1	1	378	None	377	-1451.169	-3.849254
AAC75184.2	1	153	None	152	-572.8799	-3.768947
AAC75185.1	1	156	None	155	-573.3789	-3.699219
AAC75186.2	1	239	None	238	-889.8374	-3.738813
AAC75187.1	1	561	None	560	-2157.933	-3.853453
AAC75188.1	1	243	None	242	-929.3784	-3.840407
ABD18688.1	1	35	None	34	-130.8016	-3.847106
AAC75189.1	1	243	None	242	-911.4108	-3.76616
